ticker,entry_date,exit_date,entry_price,exit_price,profit_pct,weight,reason,is_crypto,asset_class,era,trade_id
HBAN,2020-12-25,2021-03-26,9.71,12.76,31.43,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),173
UAA,2020-12-25,2021-03-26,17.41,22.36,28.43,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),174
UA,2020-12-25,2021-03-26,15.05,18.31,21.66,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),175
ALL,2020-12-25,2021-03-26,93.42,101.88,9.05,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),176
VZ,2020-12-04,2021-03-26,43.43,41.49,-4.46,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),177
VMC,2020-12-04,2021-03-26,139.86,163.04,16.58,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),178
AZO,2020-12-04,2021-03-26,1162.63,1413.73,21.6,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),179
HOG,2020-12-04,2021-03-26,35.27,32.55,-7.69,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),180
BTC,2020-06-05,2021-03-26,16190.9954,55137.3125,240.54,0.0176,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),181
ADA,2021-01-17,2021-03-16,0.3527,1.0322,192.67,0.021114,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),182
LINK,2021-01-24,2021-03-14,24.7959,29.7414,19.94,0.021114,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),183
DASH,2021-02-19,2021-03-13,282.3662,225.3032,-20.21,0.020243,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),184
SOL,2021-01-18,2021-03-06,3.826,12.5574,228.22,0.021114,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),185
CRV,2021-01-24,2021-02-28,2.141,1.9611,-8.4,0.021114,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),186
ATOM,2021-01-19,2021-02-26,9.5151,17.7849,86.91,0.021114,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),187
BTC,2020-06-05,2021-02-26,16190.9954,46339.7617,186.21,0.0088,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),188
LTC,2021-02-18,2021-02-24,237.1862,176.7898,-25.46,0.020243,ATR Stop Loss (2.5x ATR),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),189
EGLD,2021-01-28,2021-02-16,53.5024,139.8976,161.48,0.021114,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),190
AVAX,2021-01-18,2021-02-15,13.1924,38.507,191.89,0.021114,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),191
ATOM,2021-01-19,2021-02-12,9.5151,21.409,125.0,0.021114,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),192
SOL,2021-01-18,2021-02-10,3.826,8.6084,125.0,0.021114,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),193
ADA,2021-01-17,2021-02-10,0.3527,0.7936,125.0,0.021114,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),194
AVAX,2021-01-18,2021-02-08,13.1924,29.6829,125.0,0.021114,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),195
EGLD,2021-01-28,2021-02-07,53.5024,120.3805,125.0,0.021114,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),196
PSA,2020-12-04,2020-12-25,176.04,181.09,2.87,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),197
WEC,2020-12-04,2020-12-25,76.93,73.75,-4.14,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),198
DG,2020-12-04,2020-12-25,195.14,193.17,-1.01,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),199
CL,2020-12-04,2020-12-25,74.24,74.25,0.01,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),200
FFIV,2020-12-04,2020-12-25,166.07,175.61,5.74,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),201
MCD,2020-12-04,2020-12-25,184.39,184.96,0.31,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),202
RMD,2020-12-04,2020-12-25,199.29,201.88,1.3,0.040567,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),203
BTC,2020-06-05,2020-12-25,16190.9954,24664.791,52.34,0.2325,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),204
IEF,2020-10-02,2020-11-06,986.44,977.42,-0.92,0.7525,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),205
VRSN,2020-09-25,2020-11-06,201.92,202.99,0.53,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),206
VRSK,2020-09-25,2020-11-06,174.47,189.88,8.83,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),207
VRTX,2020-09-25,2020-11-06,268.18,220.28,-17.86,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),208
EQIX,2020-09-25,2020-11-06,669.74,708.13,5.73,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),209
PGR,2020-09-25,2020-11-06,78.74,83.34,5.84,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),210
RMD,2020-09-25,2020-11-06,160.37,203.21,26.71,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),211
KR,2020-07-03,2020-11-06,29.28,29.15,-0.47,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),212
CLX,2020-07-03,2020-11-06,181.33,179.79,-0.85,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),213
CAG,2020-07-03,2020-11-06,26.38,27.23,3.25,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),214
NFLX,2020-07-03,2020-11-06,47.69,51.47,7.93,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),215
ROL,2020-07-03,2020-11-06,26.53,38.97,46.9,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),216
TTWO,2020-07-03,2020-11-06,144.4,175.19,21.32,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),217
AKAM,2020-07-03,2020-11-06,113.12,101.63,-10.16,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),218
ABMD,2020-07-03,2020-11-06,118.75,120.62,1.58,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),219
MKTX,2020-07-03,2020-11-06,467.23,539.82,15.54,0.050453,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),220
BTC,2020-06-05,2020-10-30,10453.7267,13546.5225,29.59,0.152,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),221
CERN,2020-07-03,2020-09-25,51.25,55.02,7.35,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),222
CHRW,2020-07-03,2020-09-25,68.81,89.41,29.94,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),223
AMZN,2020-07-03,2020-09-25,144.51,154.76,7.09,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),224
GILD,2020-07-03,2020-09-25,60.91,50.18,-17.61,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),225
REGN,2020-07-03,2020-09-25,616.63,568.69,-7.77,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),226
CPB,2020-07-03,2020-09-25,39.0,37.87,-2.89,0.012893,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),227
FIL,2020-08-25,2020-09-20,21.9972,18.1182,-17.63,0.008243,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),228
ATOM,2020-08-11,2020-09-16,5.488,4.8754,-11.16,0.008243,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),229
XRP,2020-07-09,2020-09-08,0.2048,0.2418,18.06,0.007457,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),230
SOL,2020-08-29,2020-09-06,4.0182,2.5977,-35.35,0.008243,ATR Stop Loss (2.5x ATR),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),231
LTC,2020-07-31,2020-09-04,56.7115,47.7314,-15.83,0.007457,ATR Stop Loss (2.5x ATR),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),232
MKR,2020-07-31,2020-09-04,571.1986,573.6676,0.43,0.007457,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),233
IEF,2020-02-07,2020-09-04,943.67,984.02,4.28,0.7491,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),234
ZEC,2020-06-24,2020-08-28,58.4411,74.2972,27.13,0.009129,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),235
IEF,2020-02-07,2020-08-28,943.67,982.58,4.12,0.0053,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),236
TRX,2020-08-18,2020-08-22,0.0304,0.0243,-19.89,0.008243,ATR Stop Loss (2.5x ATR),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),237
LINK,2020-06-24,2020-08-22,4.8135,13.8208,187.13,0.009129,Trailing Stop (30% dal picco),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),238
ADA,2020-07-02,2020-08-17,0.097,0.1383,42.62,0.009129,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),239
ATOM,2020-07-08,2020-08-09,3.2447,4.4294,36.51,0.007457,Time-Stop Stagnazione (21gg),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),240
LINK,2020-06-24,2020-08-08,4.8135,10.8304,125.0,0.009129,Freeride De-risk (recupero 100% capitale),True,Cryptovalute,2020-2024 (Crypto Frontier Venture),241
BTC,2020-06-05,2020-07-31,9665.5332,11323.4668,17.15,0.0117,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),242
IEF,2020-02-07,2020-07-31,943.67,993.27,5.26,0.1817,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),243
IEF,2020-02-07,2020-06-26,943.67,985.66,4.45,0.0639,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),244
BTC,2020-02-07,2020-03-06,9795.9434,9122.5459,-6.87,0.0505,Disattivazione regime macro crypto,True,Cryptovalute,2012-2024 (Point-In-Time),245
GLD,2020-01-03,2020-03-06,339.61,366.83,8.01,0.0754,Disattivazione regime macro,False,Oro,2012-2024 (Point-In-Time),246
AMGN,2019-12-27,2020-03-06,196.77,172.83,-12.17,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),247
MLM,2019-12-27,2020-03-06,266.3,228.66,-14.13,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),248
EIX,2019-12-27,2020-03-06,54.96,49.81,-9.37,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),249
LEN,2019-12-27,2020-03-06,49.17,55.03,11.91,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),250
EQIX,2019-12-27,2020-03-06,513.26,538.54,4.93,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),251
AKAM,2019-12-27,2020-03-06,86.5,90.62,4.76,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),252
MRK,2019-09-27,2020-03-06,64.04,63.93,-0.18,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),253
TGT,2019-09-27,2020-03-06,87.59,88.47,1.0,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),254
DHI,2019-09-27,2020-03-06,48.43,51.21,5.74,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),255
LW,2019-09-27,2020-03-06,64.87,74.09,14.22,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),256
NEE,2019-09-27,2020-03-06,48.52,57.64,18.78,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),257
NEM,2019-07-05,2020-03-06,31.8,43.77,37.63,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),258
AMT,2019-07-05,2020-03-06,172.22,204.72,18.87,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),259
HSY,2019-07-05,2020-03-06,116.34,133.48,14.74,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),260
CME,2019-07-05,2020-03-06,154.84,168.35,8.72,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),261
GLD,2020-01-03,2020-02-28,339.61,345.48,1.73,0.1757,Ribilanciamento mensile (trim parziale),False,Oro,2012-2024 (Point-In-Time),262
CTAS,2019-09-27,2019-12-27,61.81,63.09,2.06,0.01966,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),263
MCD,2019-09-27,2019-12-27,180.81,169.17,-6.44,0.01966,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),264
RMD,2019-09-27,2019-12-27,125.56,147.2,17.23,0.01966,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),265
